0,0.1,0
0.010101,0.10808,0.0080461
0.020202,0.11616,0.016092
0.030303,0.12424,0.024138
0.040404,0.13232,0.032184
0.050505,0.1404,0.040231
0.060606,0.14848,0.048277
0.070707,0.15657,0.056323
0.080808,0.16465,0.064369
0.090909,0.17273,0.072415
0.10101,0.18081,0.080461
0.11111,0.18889,0.088507
0.12121,0.19697,0.096553
0.13131,0.20505,0.1046
0.14141,0.21313,0.11265
0.15152,0.22121,0.12069
0.16162,0.22929,0.12874
0.17172,0.23737,0.13678
0.18182,0.24545,0.14483
0.19192,0.25354,0.15288
0.20202,0.26162,0.16092
0.21212,0.2697,0.16897
0.22222,0.27778,0.17701
0.23232,0.28586,0.18506
0.24242,0.29394,0.19311
0.25253,0.30202,0.20115
0.26263,0.3101,0.2092
0.27273,0.31818,0.21725
0.28283,0.32626,0.22529
0.29293,0.33434,0.23334
0.30303,0.34242,0.24138
0.31313,0.35051,0.24943
0.32323,0.35859,0.25748
0.33333,0.36667,0.26552
0.34343,0.37475,0.27357
0.35354,0.38283,0.28161
0.36364,0.39091,0.28966
0.37374,0.39899,0.29771
0.38384,0.40707,0.30575
0.39394,0.41515,0.3138
0.40404,0.42323,0.32184
0.41414,0.43131,0.32989
0.42424,0.43939,0.33958
0.43434,0.44747,0.3505
0.44444,0.45556,0.36141
0.45455,0.46364,0.37233
0.46465,0.47172,0.38325
0.47475,0.4798,0.39416
0.48485,0.48788,0.40508
0.49495,0.49596,0.416
0.50505,0.50404,0.42691
0.51515,0.51212,0.43783
0.52525,0.5202,0.44875
0.53535,0.52828,0.45967
0.54545,0.53636,0.47058
0.55556,0.54444,0.4815
0.56566,0.55253,0.49242
0.57576,0.56061,0.50333
0.58586,0.56869,0.51425
0.59596,0.57677,0.52517
0.60606,0.58485,0.53608
0.61616,0.59293,0.547
0.62626,0.60101,0.55792
0.63636,0.60909,0.56884
0.64646,0.61717,0.57975
0.65657,0.62525,0.59067
0.66667,0.63333,0.60159
0.67677,0.64141,0.6125
0.68687,0.64949,0.62342
0.69697,0.65758,0.63434
0.70707,0.66566,0.64525
0.71717,0.67374,0.65617
0.72727,0.68182,0.66714
0.73737,0.6899,0.67947
0.74747,0.69798,0.6918
0.75758,0.70606,0.70413
0.76768,0.71414,0.71645
0.77778,0.72222,0.72878
0.78788,0.7303,0.74111
0.79798,0.73838,0.75344
0.80808,0.74646,0.76577
0.81818,0.75455,0.77809
0.82828,0.76263,0.79042
0.83838,0.77071,0.80275
0.84848,0.77879,0.81508
0.85859,0.78687,0.82741
0.86869,0.79495,0.83974
0.87879,0.80303,0.85206
0.88889,0.81111,0.86439
0.89899,0.81919,0.87672
0.90909,0.82727,0.88905
0.91919,0.83535,0.90138
0.92929,0.84343,0.9137
0.93939,0.85152,0.92603
0.94949,0.8596,0.93836
0.9596,0.86768,0.95069
0.9697,0.87576,0.96302
0.9798,0.88384,0.97534
0.9899,0.89192,0.98767
1,0.9,1
