0,0.9,0.2
0.010101,0.89192,0.2
0.020202,0.88384,0.2
0.030303,0.87576,0.2
0.040404,0.86768,0.2
0.050505,0.8596,0.2
0.060606,0.85152,0.2
0.070707,0.84343,0.2
0.080808,0.83535,0.2
0.090909,0.82727,0.2
0.10101,0.81919,0.2
0.11111,0.81111,0.2
0.12121,0.80303,0.2
0.13131,0.79495,0.2
0.14141,0.78687,0.2
0.15152,0.77879,0.2
0.16162,0.77071,0.2
0.17172,0.76263,0.4
0.18182,0.75455,0.4
0.19192,0.74646,0.4
0.20202,0.73838,0.4
0.21212,0.7303,0.4
0.22222,0.72222,0.4
0.23232,0.71414,0.4
0.24242,0.70606,0.4
0.25253,0.69798,0.4
0.26263,0.6899,0.4
0.27273,0.68182,0.4
0.28283,0.67374,0.4
0.29293,0.66566,0.4
0.30303,0.65758,0.4
0.31313,0.64949,0.4
0.32323,0.64141,0.4
0.33333,0.63333,0.4
0.34343,0.62525,0.6
0.35354,0.61717,0.6
0.36364,0.60909,0.6
0.37374,0.60101,0.6
0.38384,0.59293,0.6
0.39394,0.58485,0.6
0.40404,0.57677,0.6
0.41414,0.56869,0.6
0.42424,0.56061,0.6
0.43434,0.55253,0.6
0.44444,0.54444,0.6
0.45455,0.53636,0.6
0.46465,0.52828,0.6
0.47475,0.5202,0.6
0.48485,0.51212,0.6
0.49495,0.50404,0.6
0.50505,0.49596,0.6
0.51515,0.48788,0.6
0.52525,0.4798,0.8
0.53535,0.47172,0.8
0.54545,0.46364,0.8
0.55556,0.45556,0.8
0.56566,0.44747,0.8
0.57576,0.43939,0.8
0.58586,0.43131,0.8
0.59596,0.42323,0.8
0.60606,0.41515,0.8
0.61616,0.40707,0.8
0.62626,0.39899,0.8
0.63636,0.39091,0.8
0.64646,0.38283,0.8
0.65657,0.37475,0.8
0.66667,0.36667,0.8
0.67677,0.35859,0.8
0.68687,0.35051,0.8
0.69697,0.34242,0.8
0.70707,0.33434,0.8
0.71717,0.32626,0.8
0.72727,0.31818,0.8
0.73737,0.3101,1
0.74747,0.30202,1
0.75758,0.29394,1
0.76768,0.28586,1
0.77778,0.27778,1
0.78788,0.2697,1
0.79798,0.26162,1
0.80808,0.25354,1
0.81818,0.24545,1
0.82828,0.23737,1
0.83838,0.22929,1
0.84848,0.22121,1
0.85859,0.21313,1
0.86869,0.20505,1
0.87879,0.19697,1
0.88889,0.18889,1
0.89899,0.18081,1
0.90909,0.17273,1
0.91919,0.16465,1
0.92929,0.15657,1
0.93939,0.14848,1
0.94949,0.1404,1
0.9596,0.13232,1
0.9697,0.12424,1
0.9798,0.11616,1
0.9899,0.10808,1
1,0.1,1
