0,0.1,0
0.010101,0.10808,0.00865
0.020202,0.11616,0.0173
0.030303,0.12424,0.02595
0.040404,0.13232,0.0346
0.050505,0.1404,0.04325
0.060606,0.14848,0.0519
0.070707,0.15657,0.06055
0.080808,0.16465,0.0692
0.090909,0.17273,0.07785
0.10101,0.18081,0.0865
0.11111,0.18889,0.09515
0.12121,0.19697,0.1038
0.13131,0.20505,0.11245
0.14141,0.21313,0.1211
0.15152,0.22121,0.12975
0.16162,0.22929,0.1384
0.17172,0.23737,0.14705
0.18182,0.24545,0.1557
0.19192,0.25354,0.16435
0.20202,0.26162,0.173
0.21212,0.2697,0.18165
0.22222,0.27778,0.1903
0.23232,0.28586,0.19895
0.24242,0.29394,0.2076
0.25253,0.30202,0.21625
0.26263,0.3101,0.2249
0.27273,0.31818,0.23355
0.28283,0.32626,0.2422
0.29293,0.33434,0.25085
0.30303,0.34242,0.2595
0.31313,0.35051,0.26815
0.32323,0.35859,0.2768
0.33333,0.36667,0.28545
0.34343,0.37475,0.2941
0.35354,0.38283,0.30275
0.36364,0.39091,0.3114
0.37374,0.39899,0.32005
0.38384,0.40707,0.3287
0.39394,0.41515,0.33735
0.40404,0.42323,0.346
0.41414,0.43131,0.35465
0.42424,0.43939,0.3633
0.43434,0.44747,0.37195
0.44444,0.45556,0.3806
0.45455,0.46364,0.38925
0.46465,0.47172,0.3979
0.47475,0.4798,0.40655
0.48485,0.48788,0.4152
0.49495,0.49596,0.42385
0.50505,0.50404,0.4325
0.51515,0.51212,0.44115
0.52525,0.5202,0.4498
0.53535,0.52828,0.45845
0.54545,0.53636,0.4671
0.55556,0.54444,0.47575
0.56566,0.55253,0.4844
0.57576,0.56061,0.49305
0.58586,0.56869,0.50238
0.59596,0.57677,0.51452
0.60606,0.58485,0.52666
0.61616,0.59293,0.53879
0.62626,0.60101,0.55093
0.63636,0.60909,0.56307
0.64646,0.61717,0.57521
0.65657,0.62525,0.58734
0.66667,0.63333,0.59948
0.67677,0.64141,0.61162
0.68687,0.64949,0.62375
0.69697,0.65758,0.63589
0.70707,0.66566,0.64803
0.71717,0.67374,0.66016
0.72727,0.68182,0.6723
0.73737,0.6899,0.68444
0.74747,0.69798,0.69658
0.75758,0.70606,0.70871
0.76768,0.71414,0.72085
0.77778,0.72222,0.73299
0.78788,0.7303,0.74512
0.79798,0.73838,0.75726
0.80808,0.74646,0.7694
0.81818,0.75455,0.78153
0.82828,0.76263,0.79367
0.83838,0.77071,0.80581
0.84848,0.77879,0.81795
0.85859,0.78687,0.83008
0.86869,0.79495,0.84222
0.87879,0.80303,0.85436
0.88889,0.81111,0.86649
0.89899,0.81919,0.87863
0.90909,0.82727,0.89077
0.91919,0.83535,0.9029
0.92929,0.84343,0.91504
0.93939,0.85152,0.92718
0.94949,0.8596,0.93932
0.9596,0.86768,0.95145
0.9697,0.87576,0.96359
0.9798,0.88384,0.97573
0.9899,0.89192,0.98786
1,0.9,1
