,x6,m6,x5,m5,x4,m4,x3,m3,x2,m2,x1,m1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0024937655860349127,0.11284992186795854,0.0024937655860349127,0.13419571492299098,0.0024937655860349127,0.1561615497634331,0.0024937655860349127,0.19999999994324127,0.0024937655860349127,0.2000000000035647,0.0024937655860349127,0.20000000000134607
2,0.004987531172069825,0.11503016776373569,0.004987531172069825,0.1362263724824901,0.004987531172069825,0.15807753027134322,0.004987531172069825,0.19999999994438777,0.004987531172069825,0.20000000000376286,0.004987531172069825,0.2000000000014019
3,0.007481296758104738,0.11709750420605154,0.007481296758104738,0.13814967913609236,0.007481296758104738,0.15985578827763178,0.007481296758104738,0.19999999994553463,0.007481296758104738,0.2000000000039853,0.007481296758104738,0.20000000000146181
4,0.00997506234413965,0.11906731264873287,0.00997506234413965,0.1399768869708326,0.00997506234413965,0.16151097591296015,0.00997506234413965,0.19999999994668116,0.00997506234413965,0.20000000000423593,0.00997506234413965,0.20000000000152754
5,0.012468827930174564,0.12095148659118557,0.012468827930174564,0.14171768180066655,0.012468827930174564,0.1630560206756848,0.012468827930174564,0.19999999994782786,0.012468827930174564,0.20000000000452134,0.012468827930174564,0.20000000000159948
6,0.014962593516209476,0.12275963841785029,0.014962593516209476,0.14338047386804506,0.014962593516209476,0.16450233861981375,0.014962593516209476,0.19999999994897447,0.014962593516209476,0.20000000000484555,0.014962593516209476,0.20000000000167795
7,0.017456359102244388,0.12449978240677008,0.017456359102244388,0.1449726208387599,0.017456359102244388,0.16586002144942064,0.017456359102244388,0.1999999999501211,0.017456359102244388,0.2000000000052173,0.017456359102244388,0.20000000000176393
8,0.0199501246882793,0.1261787520709625,0.0199501246882793,0.14650060209937765,0.0199501246882793,0.16713800071709245,0.0199501246882793,0.19999999995126772,0.0199501246882793,0.20000000000564397,0.0199501246882793,0.20000000000185855
9,0.022443890274314215,0.12780247201569628,0.022443890274314215,0.14797015718095807,0.022443890274314215,0.1683441918010814,0.022443890274314215,0.19999999995241438,0.022443890274314215,0.20000000000613638,0.022443890274314215,0.20000000000196316
10,0.02493765586034913,0.12937614477807372,0.02493765586034913,0.14938639720751498,0.02493765586034913,0.16948561999490602,0.02493765586034913,0.1999999999535611,0.02493765586034913,0.2000000000067042,0.02493765586034913,0.2000000000020786
11,0.02743142144638404,0.13090438511769006,0.02743142144638404,0.15075389569802325,0.02743142144638404,0.17056853079112458,0.02743142144638404,0.19999999995470766,0.02743142144638404,0.20000000000735887,0.02743142144638404,0.2000000000022074
12,0.029925187032418952,0.1323913201982275,0.029925187032418952,0.15207676332123943,0.029925187032418952,0.17159848623206822,0.029925187032418952,0.19999999995585438,0.029925187032418952,0.20000000000811569,0.029925187032418952,0.20000000000234763
13,0.032418952618453865,0.13384066666040334,0.032418952618453865,0.15335871000951093,0.032418952618453865,0.17258044901349773,0.032418952618453865,0.19999999995700096,0.032418952618453865,0.20000000000898463,0.032418952618453865,0.20000000000250417
14,0.034912718204488775,0.13525579144212616,0.034912718204488775,0.15460309699640806,0.034912718204488775,0.17351885585395302,0.034912718204488775,0.19999999995814755,0.034912718204488775,0.20000000000997653,0.034912718204488775,0.20000000000268106
15,0.03740648379052369,0.1366397607896645,0.03740648379052369,0.1558129807380746,0.03740648379052369,0.1744176814803192,0.03740648379052369,0.19999999995929424,0.03740648379052369,0.20000000001110022,0.03740648379052369,0.20000000000287602
16,0.0399002493765586,0.13799538044373347,0.0399002493765586,0.15699115023558802,0.0399002493765586,0.17528049442876123,0.0399002493765586,0.1999999999604409,0.0399002493765586,0.20000000001235738,0.0399002493765586,0.20000000000309795
17,0.04239401496259351,0.13932522906881842,0.04239401496259351,0.15814015894671407,0.04239401496259351,0.17611050572016868,0.04239401496259351,0.19999999996158754,0.04239401496259351,0.20000000001374446,0.04239401496259351,0.20000000000334683
18,0.04488778054862843,0.14063168640089554,0.04488778054862843,0.15926235222766216,0.04488778054862843,0.17691061134118866,0.04488778054862843,0.19999999996273413,0.04488778054862843,0.20000000001524332,0.04488778054862843,0.20000000000362553
19,0.04738154613466334,0.14191695719282574,0.04738154613466334,0.16035989105638368,0.04738154613466334,0.17768342934604156,0.04738154613466334,0.19999999996388065,0.04738154613466334,0.20000000001682308,0.04738154613466334,0.20000000000394333
20,0.04987531172069826,0.14318309176516544,0.04987531172069826,0.1614347726431307,0.04987531172069826,0.1784313322903635,0.04987531172069826,0.19999999996502735,0.04987531172069826,0.20000000001842963,0.04987531172069826,0.20000000000430296
21,0.05236907730673317,0.14443200377919987,0.05236907730673317,0.16248884842031663,0.05236907730673317,0.17915647561598053,0.05236907730673317,0.199999999966174,0.05236907730673317,0.20000000001998994,0.05236907730673317,0.20000000000471882
22,0.05486284289276808,0.14566548571159996,0.05486284289276808,0.16352383981432658,0.05486284289276808,0.1798608225239296,0.05486284289276808,0.1999999999673207,0.05486284289276808,0.20000000002139365,0.05486284289276808,0.20000000000518886
