e,PDF1,PDF2,PDF3
0.01511511511511511,5.007762632396537,5.001940570932222,5.00007762171267
0.015315315315315312,5.007747378328439,5.001936761844469,5.000077469405852
0.015515515515515513,5.007731923596305,5.001932902640098,5.000077315095
0.015715715715715714,5.007716268201992,5.001928993319226,5.000077158780117
0.015915915915915915,5.007700412147384,5.00192503388197,5.000077000461202
0.016116116116116116,5.007684355434386,5.00192102432845,5.000076840138255
0.016316316316316318,5.007668098064929,5.001916964658784,5.000076677811277
0.01651651651651652,5.00765164004097,5.001912854873098,5.000076513480266
0.01671671671671672,5.007634981364484,5.001908694971511,5.000076347145225
0.01691691691691692,5.007618122037476,5.00190448495415,5.000076178806154
0.017117117117117123,5.007601062061972,5.001900224821143,5.00007600846305
0.017317317317317324,5.007583801440023,5.001895914572616,5.000075836115917
0.01751751751751751,5.007566340173705,5.0018915542087,5.000075661764752
0.017717717717717713,5.007548678265118,5.001887143729525,5.000075485409558
0.017917917917917914,5.007530815716383,5.001882683135224,5.000075307050333
0.018118118118118115,5.00751275252965,5.001878172425931,5.00007512668708
0.018318318318318316,5.00749448870709,5.0018736116017815,5.000074944319796
0.018518518518518517,5.007476024250899,5.001869000662913,5.000074759948484
0.01871871871871872,5.007457359163295,5.001864339609464,5.000074573573142
0.01891891891891892,5.007438493446524,5.001859628441574,5.000074385193771
0.01911911911911912,5.007419427102854,5.001854867159386,5.000074194810372
0.019319319319319322,5.007400160134577,5.001850055763042,5.000074002422943
0.019519519519519524,5.007380692544009,5.001845194252686,5.0000738080314875
0.019719719719719725,5.007361024333492,5.001840282628466,5.000073611636003
0.019919919919919926,5.007341155505388,5.001835320890528,5.000073413236493
0.020120120120120114,5.007321086062088,5.001830309039022,5.000073212832953
0.020320320320320315,5.007300816006003,5.001825247074098,5.000073010425386
0.020520520520520516,5.007280345339572,5.001820134995909,5.000072806013792
0.020720720720720717,5.0072596740652555,5.001814972804608,5.000072599598172
0.02092092092092092,5.007238802185537,5.00180976050035,5.000072391178525
0.02112112112112112,5.007217729702927,5.001804498083294,5.000072180754853
0.02132132132132132,5.00719645661996,5.001799185553594,5.000071968327154
0.021521521521521522,5.007174982939191,5.001793822911412,5.000071753895429
0.021721721721721723,5.007153308663204,5.001788410156911,5.000071537459679
0.021921921921921925,5.007131433794603,5.00178294729025,5.000071319019904
0.022122122122122126,5.007109358336018,5.001777434311596,5.000071098576103
0.022322322322322327,5.007087082290104,5.001771871221114,5.000070876128278
0.02252252252252253,5.007064605659539,5.00176625801897,5.000070651676429
0.02272272272272273,5.007041928447024,5.001760594705335,5.000070425220556
0.022922922922922917,5.007019050655286,5.001754881280377,5.000070196760658
0.023123123123123118,5.006995972287075,5.001749117744269,5.000069966296737
0.02332332332332332,5.006972693345166,5.001743304097183,5.000069733828792
0.02352352352352352,5.006949213832357,5.001737440339296,5.000069499356825
0.023723723723723722,5.006925533751471,5.001731526470782,5.000069262880834
0.023923923923923923,5.006901653105356,5.00172556249182,5.000069024400822
0.024124124124124124,5.006877571896879,5.00171954840259,5.000068783916786
0.024324324324324326,5.006853290128939,5.001713484203271,5.00006854142873
0.024524524524524527,5.006828807804453,5.001707369894046,5.000068296936651
0.024724724724724728,5.006804124926366,5.001701205475098,5.000068050440552
0.02492492492492493,5.006779241497643,5.001694990946613,5.000067801940431
0.02512512512512513,5.006754157521277,5.001688726308779,5.000067551436289
0.025325325325325332,5.006728873000283,5.0016824115617835,5.000067298928126
0.025525525525525533,5.0067033879377,5.001676046705815,5.000067044415945
0.025725725725725734,5.006677702336592,5.001669631741066,5.000066787899743
0.025925925925925936,5.006651816200047,5.00166316666773,5.000066529379521
0.026126126126126137,5.006625729531177,5.001656651486,5.000066268855281
0.026326326326326338,5.006599442333118,5.001650086196072,5.000066006327021
0.02652652652652654,5.00657295460903,5.001643470798143,5.000065741794742
0.02672672672672674,5.006546266362096,5.001636805292414,5.000065475258446
0.026926926926926914,5.006519377595526,5.001630089679083,5.000065206718132
0.027127127127127115,5.006492288312552,5.001623323958354,5.0000649361738
0.027327327327327317,5.006464998516429,5.001616508130428,5.00006466362545
0.027527527527527518,5.006437508210439,5.001609642195511,5.000064389073085
0.02772772772772772,5.006409817397886,5.001602726153809,5.000064112516703
0.02792792792792792,5.006381926082099,5.001595760005531,5.000063833956302
0.02812812812812812,5.006353834266431,5.001588743750885,5.000063553391888
0.028328328328328323,5.006325541954258,5.001581677390083,5.000063270823457
0.028528528528528524,5.006297049148982,5.001574560923337,5.00006298625101
0.028728728728728725,5.006268355854027,5.001567394350861,5.000062699674549
0.028928928928928926,5.006239462072843,5.001560177672869,5.000062411094073
0.029129129129129128,5.006210367808902,5.001552910889581,5.000062120509584
0.02932932932932933,5.0061810730657035,5.001545594001213,5.000061827921081
0.02952952952952953,5.006151577846767,5.001538227007984,5.000061533328563
0.02972972972972973,5.0061218821556395,5.001530809910118,5.000061236732033
0.029929929929929933,5.006091985995889,5.001523342707837,5.000060938131489
0.030130130130130134,5.00606188937111,5.001515825401365,5.000060637526933
0.030330330330330335,5.00603159228492,5.001508257990929,5.000060334918365
0.030530530530530536,5.006001094740961,5.001500640476755,5.000060030305787
0.030730730730730738,5.0059703967428995,5.001492972859074,5.000059723689195
0.03093093093093094,5.005939498294424,5.001485255138114,5.000059415068592
0.03113113113113114,5.00590839939925,5.001477487314108,5.000059104443981
0.03133133133133134,5.005877100061115,5.00146966938729,5.000058791815357
0.03153153153153154,5.005845600283781,5.001461801357895,5.000058477182725
0.031731731731731744,5.005813900071034,5.001453883226159,5.000058160546082
0.031931931931931945,5.005781999426686,5.00144591499232,5.00005784190543
0.032132132132132146,5.005749898354571,5.0014378966566175,5.0000575212607705
0.03233233233233232,5.0057175968585454,5.001429828219293,5.000057198612102
0.03253253253253252,5.005685094942494,5.001421709680588,5.0000568739594256
0.03273273273273272,5.0056523926103225,5.001413541040748,5.000056547302741
0.03293293293293292,5.005619489865962,5.001405322300017,5.00005621864205
0.033133133133133125,5.005586386713368,5.001397053458644,5.000055887977351
0.033333333333333326,5.005553083156517,5.001388734516874,5.000055555308647
0.03353353353353353,5.005519579199415,5.001380365474962,5.000055220635936
0.03373373373373373,5.005485874846087,5.001371946333155,5.00005488395922
0.03393393393393393,5.0054519701005855,5.001363477091708,5.000054545278498
0.03413413413413413,5.005417864966985,5.001354957750877,5.000054204593771
0.03433433433433433,5.005383559449383,5.001346388310915,5.000053861905041
0.03453453453453453,5.005349053551905,5.001337768772082,5.000053517212307
0.034734734734734735,5.0053143472786985,5.001329099134636,5.000053170515568
0.034934934934934936,5.005279440633934,5.0013203793988374,5.000052821814827
0.03513513513513514,5.005244333621806,5.001311609564949,5.000052471110083
0.03533533533533534,5.005209026246537,5.001302789633234,5.000052118401336
0.03553553553553554,5.005173518512368,5.001293919603958,5.000051763688589
0.03573573573573574,5.005137810423568,5.001284999477387,5.0000514069718385
0.03593593593593594,5.005101901984427,5.0012760292537894,5.0000510482510885
0.03613613613613614,5.005065793199264,5.001267008933435,5.000050687526337
0.036336336336336345,5.005029484072415,5.001257938516595,5.000050324797585
0.036536536536536546,5.004992974608247,5.00124881800354,5.0000499600648345
0.03673673673673675,5.004956264811146,5.001239647394547,5.000049593328083
0.03693693693693695,5.004919354685526,5.00123042668989,5.000049224587334
0.03713713713713715,5.004882244235821,5.001221155889847,5.0000488538425865
0.03733733733733735,5.004844933466493,5.001211834994696,5.000048481093842
0.03753753753753755,5.004807422382024,5.0012024640047175,5.000048106341098
0.037737737737737725,5.004769710986924,5.0011930429201925,5.000047729584358
0.03793793793793793,5.004731799285724,5.0011835717414055,5.000047350823621
0.03813813813813813,5.004693687282982,5.001174050468641,5.0000469700588885
0.03833833833833833,5.004655374983278,5.001164479102183,5.00004658729016
0.03853853853853853,5.004616862391215,5.001154857642321,5.000046202517436
0.03873873873873873,5.004578149511422,5.001145186089345,5.000045815740717
0.03893893893893893,5.004539236348553,5.001135464443545,5.000045426960004
0.039139139139139134,5.004500122907283,5.0011256927052115,5.000045036175298
0.039339339339339335,5.004460809192313,5.0011158708746395,5.000044643386598
0.03953953953953954,5.004421295208368,5.0011059989521245,5.000044248593905
0.03973973973973974,5.004381580960196,5.001096076937963,5.00004385179722
0.03993993993993994,5.004341666452571,5.001086104832453,5.000043452996542
0.04014014014014014,5.004301551690289,5.001076082635895,5.000043052191874
0.04034034034034034,5.004261236678171,5.001066010348589,5.000042649383214
0.04054054054054054,5.004220721421062,5.001055887970839,5.000042244570564
0.040740740740740744,5.004180005923829,5.001045715502948,5.0000418377539235
0.040940940940940945,5.0041390901913685,5.001035492945222,5.000041428933294
0.041141141141141147,5.004097974228595,5.0010252202979695,5.000041018108676
0.04134134134134135,5.00405665804045,5.001014897561498,5.000040605280067
0.04154154154154155,5.004015141631899,5.001004524736118,5.000040190447472
0.04174174174174175,5.003973425007931,5.000994101822141,5.000039773610889
0.04194194194194195,5.003931508173558,5.000983628819881,5.00003935477032
0.04214214214214215,5.003889391133819,5.000973105729653,5.000038933925763
0.042342342342342354,5.003847073893774,5.000962532551771,5.0000385110772205
0.042542542542542555,5.003804556458508,5.000951909286556,5.000038086224693
0.042742742742742756,5.003761838833132,5.0009412359343255,5.0000376593681795
0.04294294294294296,5.003718921022776,5.000930512495399,5.000037230507682
0.04314314314314313,5.003675803032601,5.000919738970103,5.000036799643201
0.04334334334334333,5.003632484867786,5.000908915358757,5.0000363667747365
0.043543543543543534,5.003588966533537,5.000898041661689,5.000035931902288
0.043743743743743735,5.003545248035083,5.0008871178792225,5.000035495025858
0.043943943943943936,5.003501329377678,5.00087614401169,5.000035056145446
0.04414414414414414,5.0034572105666,5.000865120059419,5.000034615261053
0.04434434434434434,5.003412891607148,5.0008540460227415,5.000034172372678
0.04454454454454454,5.00336837250465,5.00084292190199,5.000033727480324
0.04474474474474474,5.003323653264455,5.0008317476974975,5.000033280583989
0.04494494494494494,5.003278733891935,5.000820523409603,5.000032831683677
0.045145145145145144,5.003233614392488,5.0008092490386415,5.000032380779384
0.045345345345345345,5.003188294771538,5.000797924584952,5.000031927871114
0.045545545545545546,5.003142775034526,5.0007865500488755,5.000031472958866
0.04574574574574575,5.003097055186926,5.000775125430754,5.00003101604264
0.04594594594594595,5.0030511352342275,5.0007636507309305,5.0000305571224395
0.04614614614614615,5.0030050151819525,5.00075212594975,5.0000300961982616
0.04634634634634635,5.002958695035638,5.000740551087559,5.000029633270109
0.04654654654654655,5.002912174800853,5.0007289261447045,5.000029168337981
0.04674674674674675,5.002865454483186,5.000717251121536,5.000028701401879
0.046946946946946955,5.0028185340882505,5.000705526018406,5.000028232461803
0.047147147147147156,5.0027714136216845,5.000693750835665,5.000027761517753
0.04734734734734736,5.002724093089149,5.000681925573668,5.000027288569734
0.04754754754754756,5.002676572496329,5.00067005023277,5.0000268136177395
0.04774774774774776,5.002628851848935,5.000658124813329,5.000026336661774
0.04794794794794796,5.002580931152701,5.000646149315702,5.000025857701838
0.04814814814814816,5.002532810413384,5.000634123740248,5.000025376737932
0.04834834834834836,5.002484489636765,5.0006220480873305,5.000024893770057
0.04854854854854854,5.002435968828651,5.000609922357312,5.000024408798212
0.04874874874874874,5.0023872479948714,5.000597746550557,5.0000239218223985
0.04894894894894894,5.0023383271412785,5.000585520667431,5.0000234328426165
0.04914914914914914,5.002289206273751,5.000573244708302,5.000022941858867
0.04934934934934934,5.00223988539819,5.0005609186735365,5.000022448871152
0.04954954954954954,5.002190364520522,5.000548542563508,5.00002195387947
0.049749749749749744,5.002140643646695,5.000536116378588,5.000021456883823
0.049949949949949946,5.002090722782683,5.000523640119148,5.00002095788421
0.05015015015015015,5.0020406019344845,5.000511113785565,5.000020456880633
0.05035035035035035,5.001990281108121,5.000498537378214,5.000019953873093
0.05055055055055055,5.001939760309636,5.000485910897474,5.000019448861589
0.05075075075075075,5.0018890395451,5.000473234343724,5.000018941846122
0.05095095095095095,5.001838118820608,5.000460507717347,5.0000184328266934
0.05115115115115115,5.001786998142276,5.000447731018721,5.000017921803304
