sig,cost_discrete,cost_identity
0.25980762113533162,0.0068027210884353756,0.0032233333332381407
0.27348170645824382,0.0068027210884353756,0.0034275161588806276
0.28715579178115602,0.0068027210884353756,0.0036421698984484109
0.30082987710406817,0.0068027210884353756,0.0038672945521864375
0.31450396242698037,0.0068027210884353756,0.0041028901200334256
0.32817804774989257,0.0068027210884353756,0.0043489566020072853
0.34185213307280476,0.0068027210884353756,0.0046054939980621819
0.35552621839571696,0.0068027210884353756,0.0048725023084874473
0.36920030371862916,0.0068027210884353756,0.0051499815327088732
0.38287438904154136,0.0068027210884353756,0.005437931671201923
0.39654847436445351,0.0068027210884353756,0.0057363527239019775
0.41022255968736576,0.0068027210884353756,0.0060452446905884267
0.42389664501027791,0.0068027210884353756,0.0063646075715627247
0.43757073033319011,0.0068027210884353756,0.0066944413666389108
0.4512448156561023,0.0068027210884353756,0.007034746075703935
0.46491890097901445,0.0068027210884353756,0.0073855216989561412
0.4785929863019267,0.0068027210884353756,0.0077467682363325545
0.49226707162483885,0.0068027210884353756,0.0081184856879086623
0.50594115694775099,0.0068027210884353756,0.0085006740535434368
0.51961524227066325,0.0068027210884353756,0.0088933333333474415
